iter	Logloss
353	0.1154498297
354	0.1152725495
355	0.1151222739
356	0.1150002634
357	0.1148359306
358	0.1146863917
359	0.1145542014
360	0.1144174238
361	0.1143085218
362	0.1141769912
363	0.1140417023
364	0.1139171132
365	0.11378349
366	0.1135374241
367	0.1134262161
368	0.1133402959
369	0.1131505195
370	0.1130141682
371	0.1128948645
372	0.1127333231
373	0.1126087292
374	0.1124598403
375	0.1122859266
376	0.1121857667
377	0.1120047648
378	0.1119019044
379	0.1117244411
380	0.1116009757
381	0.1114251278
382	0.1112879722
383	0.1110764803
384	0.1109677518
385	0.1108306809
386	0.1106598176
387	0.110502557
388	0.1103794559
389	0.110242489
390	0.1101186243
391	0.1100095177
392	0.1098721363
393	0.1097523569
394	0.1095797652
395	0.1094109401
396	0.1092854145
397	0.1091710948
398	0.1089719786
399	0.1088087006
400	0.1086828129
401	0.1085601834
402	0.1084269548
403	0.1083224383
404	0.1081414433
405	0.1080332525
406	0.1078458504
407	0.1077029362
408	0.1075726409
409	0.1074516413
410	0.1072784355
411	0.1071822122
412	0.107068623
413	0.1069041145
414	0.1068172806
415	0.1066933084
416	0.1065476607
417	0.1062763744
418	0.1061624203
419	0.1060565129
420	0.1058834221
421	0.1058069491
422	0.1056687173
423	0.1055621867
424	0.1053917978
425	0.1052626875
426	0.1051164056
427	0.1049407931
428	0.1046894549
429	0.1045672902
430	0.1043624568
431	0.1042530053
432	0.1041224394
433	0.1039802255
434	0.1038221469
435	0.1037036393
436	0.1036371327
437	0.1035374197
438	0.1033497036
439	0.1032442141
440	0.1031475329
441	0.1030164278
442	0.1029155587
443	0.1028242421
444	0.1026776324
445	0.1025902862
446	0.1024310191
447	0.1023082237
448	0.1022118317
449	0.1021295609
450	0.1020173138
451	0.1018602674
452	0.1017237254
453	0.1015995046
454	0.1014826248
455	0.1013675146
456	0.1012873033
457	0.1012054698
458	0.1010712964
459	0.1009598997
460	0.1008549219
461	0.1007036615
462	0.1005865669
463	0.1004766698
464	0.1003808672
465	0.1002702596
466	0.1001477713
467	0.1000041204
468	0.09987790352
469	0.09975768065
470	0.09965122443
471	0.09951022248
472	0.09932267089
473	0.09923131647
474	0.09901067617
475	0.09887439783
476	0.0987354554
477	0.09864242912
478	0.09851261511
479	0.09840819293
480	0.09829420372
481	0.0981969434
482	0.09806541278
483	0.09794299818
484	0.09781380388
485	0.0977116905
486	0.09762272886
487	0.0975093573
488	0.0974322233
489	0.09731503704
490	0.09721208428
491	0.09704359034
492	0.09691889725
493	0.09681688646
494	0.09668936884
495	0.09660422329
496	0.09647455732
497	0.09631387112
498	0.09620697834
499	0.09616522875
500	0.09605875463
501	0.09598897941
502	0.09588418885
503	0.09572735797
504	0.09564697458
505	0.09552654927
506	0.09540802098
507	0.09535502423
508	0.09524760332
509	0.09513292003
510	0.09502944327
511	0.0949210673
512	0.09481847192
513	0.09473992702
514	0.09463787767
515	0.09454516	0.0516	0.09443517	0.0517	0.09434518	0.0518	0.0942519	0.09519	0.0941520	0.09520	0.09403677297
521	0.09392062301
522	0.0938523	0.09523	0.0937524	0.0524	0.0935525	0.09525	0.0934526	0.09526	0.0934527	0.09527	0.09332089338
528	0.09322191025
529	0.09314731364
530	0.09303951814
531	0.09280360597
532	0.09271802868
533	0.09269655207
534	0.09259876293
535	0.0925014427
536	0.0924537	0.09537	0.0923538	0.09538	0.0922539	0.09539	0.0921540	0.09540	0.0920541	0.09541	0.0919542	0.09542	0.0918543	0.09543	0.0917544	0.09544	0.0916545	0.09545	0.0915546	0.09546	0.0913547	0.09547	0.0912548	0.09548	0.091549	0.092549	0.091550	0.092550	0.090551	0.092551	0.090552	0.091552	0.090553	0.091553	0.09554	0.0917554	0.0555	0.09161555	0.0556	0.09153556	0.0557	0.09142557	0.0558	0.09133558	0.0559	0.09122559	0.0560	0.09115560	0.0561	0.09105561	0.562	0.090916562	0.563	0.090828563	0.564	0.090747564	0.565	0.090599565	0.566	0.090488566	0.567	0.090375567	0.568	0.09027936088
569	0.09022583944
570	0.09012723021
571	0.090049571	0.572	0.08988285891
573	0.08980936746
574	0.089693574	0.575	0.08961276113
576	0.089541576	0.577	0.08944013988
578	0.08935736921
579	0.08925210491
580	0.08915739163
581	0.08905983797
582	0.088977582	0.583	0.08889222197
584	0.0888177493
585	0.08876585427
586	0.0886704586	0587	0.08856517847
588	0.0884754588	0589	0.08833934701
590	0.08826242233
591	0.08811733714
592	0.08800363506
593	0.08788139261
594	0.08778995486
595	0.08768949405
596	0.0876049992
597	0.0875434545
598	0.08745958969
599	0.08734692667
600	0.08724861902
601	0.0871118456
602	0.08699813939
603	0.0868685292
604	0.0867779866
605	0.086715408605606	0.086632903606607	0.08659683462
608	0.086527543608609	0.086375515609610	0.086275145610611	0.086169880611612	0.08605891204
613	0.085981618613614	0.08591730483
615	0.08579136817
616	0.08566747314
617	0.08558647486
618	0.08552184122
619	0.08541038183
620	0.08532774887
621	0.08522143519
622	0.08512548454
623	0.08506070147
624	0.08497841625
625	0.08485557336
626	0.08476885785
627	0.08468620218
628	0.08464590203
629	0.08454598451
630	0.0844650365
631	0.08438052374
632	0.08429921766
633	0.08422281974
634	0.08417090681
635	0.08410219475
636	0.08402315064
637	0.08394729394
638	0.08388368834
639	0.08379870253
640	0.08366302394
641	0.08358018441
642	0.08349795221
643	0.08339097818
644	0.08330220935
645	0.08318873037
646	0.08307106555
647	0.08297522369
648	0.08290684697
649	0.08280684681
650	0.08267310105
651	0.08255829863
652	653	0.082652	0.081654	0.082653	0.08106798626
654	0.08098776056
655	0.08088960338
656	0.0808050586
657	0.08072045598
658	0.08061762269
659	0.08052178152
660	0.08044649944
661	0.08035642748
662	0.08034636708
663	0.08024714191
664	0.08016895783
665	0.08011199869
666	0.08003591992
667	0.07995029443
668	0.07988057429
669	0.07975608261
670	0.07967252835
671	0.07956947299
672	0.07947961139
673	0.07939456947
674	0.07932613559
675	0.07926057168
676	0.07917544403
677	0.07908129847
678	0.07898744762
679	0.07888483709
680	0.07883250102
681	0.07876602304
682	0.07875637647
683	0.0787035133
684	0.07859041751
685	0.0784992218
686	0.07844470916
687	0.07837100804
688	0.07830039895
689	0.07822171463
690	0.07814795188
691	0.07810195172
692	0.07808151727
693	0.07800278371
694	0.0779312182
695	0.07787084717
696	0.07785169657
697	0.07778890383
698	0.0776968412
699	0.07764819417
700	0.07757771144
701	0.07749785585
702	0.07741712508
703	0.07735408583
704	0.07726786059
705	0.07720742794
706	0.07712881556
707	0.07705530656
708	0.07697013311
709	0.07690660291
710	0.07683617664
711	0.0767632481
712	0.07668768335
713	0.07667902144
714	0.07661562586
715	0.07655301697
716	0.07647278404
717	0.07640787359
718	0.07631910785
719	0.076264358
720	0.07617941178
721	0.722	0.076683722	0.723	0.076608723	0.724	0.076533724	0725	0.0764629725	0726	0.0763630726	0727	0.0762985727	0728	0.0762113728	0729	0.0761558729	0.07558060209
730	0.07552909231
731	732	0.07586913732	0.07536854073
733	734	0.07569907734735	0.075610713735736	0.075554426736737	0.075418451737738	0.075318348738739	0.075237363739	0.07485906759
740	0.07480491507
741	0.07472505397
742	0.07467076856
743	0.07456777518
744	0.07449859316
745	0.07441194583
746	0.07434116666
747	0.07427367785
748	0.07417687853
749	0.07410052158
750	0.07402832086
751	0.07394574816
752	0.07386686587
753	0.0738127371
754	0.07372668642
755	0.07366232648
756	0.07355630854
757	0.07348723119
758	0.07343774685
759	0.07329897485
760	0.07318555026
761	0.07317789229
762	0.07312587573
763	0.0730597558
764	0.07297801352
765	0.07294641144
766	0.07285657635
767	0.07277760867
768	0.07271664065
769	0.07265816802
770	0.07255786042
771	0.07248021549
772	0.07241741449
773	0.07234853476
774	0.07229660323
775	0.07223222161
776	0.07214313569
777	0.07209242948
778	0.07201952194
779	0.07192108382
780	0.07184506599
781	0.07177319613
782	0.071701318
783	0.07162747469
784	0.07155858567
785	0.07148554282
786	0.07147766623
787	0.07137901809
788	0.0713010306
789	0.07124328441
790	0.07115574021
791	0.07108223292
792	0.07100831042
793	0.07094947181
794	0.07088892073
795	0.07080406437
796	0.07074692688
797	0.07068030877
798	0.07063657712
799	0.07057141569
800	0.07052511739
801	0.07044882172
802	0.07040457089
803	0.0703236876
804	0.07024581475
805	0.07018365826
806	0.07010134549
807	0.07002572876
808	0.06998306715
809	0.06991260026
810	0.0698296936
811	0.06977201799
812	0.06970376177
813	0.06961457394
814	0.06953070258
815	0.06946454031
816	0.06943195736
817	0.06936507449
818	0.069306931
819	0.069243711
820	0.0691917323
821	0.06911210738
822	0.06906877614
823	0.06898601442
824	0.06892182388
825	0.06887451165
826	0.0688036385
827	0.06875920554
828	0.06870198508
829	0.06864112999
830	0.06855363811
831	0.06849216881
832	0.06844037156
833	0.06835702283
834	0.06823491258
835	0.06816816846
836	0.06811240365
837	0.06805960487
838	0.06803250296
839	0.06796997084
840	0.06787009429
841	0.06782558903
842	0.06779373045
843	0.06771625939
844	0.06763657009
845	0.06757056136
846	0.06753159671
847	0.06748079169
848	0.06743065528
849	0.06740465164
850	0.06733132269
851	0.06726685844
852	0.06720645023
853	0.06715457035
854	0.06706629213
855	0.06699709118
856	0.06692946431
857	0.06686494462
858	0.06680688548
859	0.06675059804
860	0.06669778789
861	0.06662275094
862	0.06653405372
863	0.06643073877
864	0.06638870584
865	0.06634660921
866	0.06630287584
867	0.06624676364
868	0.06619361884
869	0.06614384118
870	0.06607908256
871	0.06602407586
872	0.06594829766
873	0.06585170526
874	0.06576587526
875	0.06571081933
876	0.06561148743
877	0.06555781485
878	0.06550826028
879	0.06545170739
880	0.06536877525
881	0.06532174672
882	0.06527225205
883	0.06521022363
884	0.06512636983
885	0.06509176351
886	0.06497557086
887	0.06492868141
888	0.06486884162
889	0.06479154614
890	0.06473310174
891	0.06466762081
892	0.06459659067
893	0.06453262804
894	0.0644740566
895	0.06441922618
896	0.0643605938
897	0.06432885125
898	0.06426101712
899	0.06418312913
900	0.06407403051
901	0.06400721719
902	0.06395633229
903	0.06389850451
904	0.06385578679
905	0.06379599313
906	0.06371789443
907	0.06366327541
908	0.06361417908
909	0.06359774111
910	0.06355369168
911	0.06346917342
912	0.06340876314
913	0.06333999668
914	0.06327550317
915	0.06322858239
916	0.06315956563
917	0.06311263832
918	0.063048874
919	0.06301548645
920	0.06296868823
921	0.06291648094
922	0.06281219648
923	0.06274724334
924	0.06268978498
925	0.06263156058
926	0.06260341995
927	0.06255753651
928	0.06252210287
929	0.06241861061
930	0.06236831238
931	0.06231675682
932	0.06224669859
933	0.06218302345
934	0.06210886167
935	0.06206195466
936	0.06201419452
937	0.06194916357
938	0.06189347622
939	0.061820516
940	0.06177709731
941	0.06174688029
942	0.06173983584
943	0.06169677039
944	0.06166461883
945	0.06162768719
946	0.06159050077
947	0.06153941
948	0.06147723697
949	0.06144526065
950	0.06139130678
951	0.06134663041
952	0.06129330521
953	0.06123959269
954	0.0611884458
955	0.06113819783
956	0.06108889494
957	0.06102128115
958	0.06094562138
959	0.06089303605
960	0.06084674119
961	0.06080455401
962	0.06076856778
963	0.06072426496
964	0.06067641255
965	0.06063681234
966	0.0605779338
967	0.0605507224
968	0.06051061403
969	0.06045442161
970	0.06038415096
971	0.06032314714
972	0.06027205567
973	0.06021038083
974	0.06011320589
975	0.06007959937
976	0.06003085801
977	0.05999324089
978	0.05998252462
979	0.0599139792
980	0.05988361138
981	0.05982159673
982	0.05977438469
983	0.05971788585
984	0.05965257603
985	0.05959885215
986	0.05953261276
987	0.05948514078
988	0.05944056872
989	0.05938005516
990	0.05933517979
991	0.05932985678
992	0.05928818121
993	0.05924613553
994	0.05918388022
995	0.05912214858
996	0.05907496649
997	0.05897854691
998	0.0588930822
999	0.05884649676
094

